Category,Message,,,
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,,,
ham,Still work going on:)it is very small house.,,,
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,,,
ham,"Sorry battery died, yeah I'm here",,,
ham,I'm in inside office..still filling forms.don know when they leave me.,,,
ham,Ok... C ya...,,,
ham,O we cant see if we can join denis and mina? Or does denis want alone time,,,
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,,,
ham,Wat r u doing?,,,
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",,,
ham,I am great princess! What are you thinking about me? :),,,
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,,,
ham,Guess who spent all last night phasing in and out of the fourth dimension,,,
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,,,
spam,"Auction round 4. The highest bid is now Â£54. Next maximum bid is Â£71. To bid, send BIDS e. g. 10 (to bid Â£10) to 83383. Good luck.",,,
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,,,
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",,,
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",,,
ham,There is a first time for everything :),,,
ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",,,
ham,Ok then u tell me wat time u coming later lor.,,,
ham,Tmr timin still da same wat cos i got lesson until 6...,,,
ham,make that 3! 4 fucks sake?! x,,,
ham,So what u doing today?,,,
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,,,
ham,Nvm take ur time.,,,
ham,I wonder if you'll get this text?,,,
ham,I can't describe how lucky you are that I'm actually awake by noon,,,
ham,Kallis is ready for bat in 2nd innings,,,
ham,If you r @ home then come down within 5 min,,,
ham,I can do that! I want to please you both inside and outside the bedroom...,,,
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,,,
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,,,
ham,Cps is causing the outages to conserve energy.,,,
spam,"URGENT! Your mobile number *************** WON a Â£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",,,
ham,"Me not waking up until 4 in the afternoon, sup",,,
ham,You dont know you jabo me abi.,,,
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean weâ€˜re in bâ€˜ham. Have a jolly good rest of week,,,
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,,,
ham,"G says you never answer your texts, confirm/deny",,,
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,,,
ham,Can Ã¼ send me a copy of da report?,,,
ham,Well i know Z will take care of me. So no worries.,,,
ham,"Call me da, i am waiting for your call.",,,
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,,,
ham,Then what about further plan?,,,
ham,All day working day:)except saturday and sunday..,,,
ham,We're done...,,,
ham,And pls pls drink plenty plenty water,,,
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,,,
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,,,
ham,Ok i shall talk to him,,,
ham,I know you are. Can you pls open the back?,,,
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,,,
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ã¼ leaving earlier or wat mah cos mayb Ã¼ haf to walk v far...,,,
ham,I dont have that much image in class.,,,
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive Â£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",,,
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",,,
ham,"Theoretically yeah, he could be able to come",,,
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",,,
ham,Ok...,,,
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",,,
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,,,
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg Â£1.50",,,
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
ham,Thanks  and ! Or bomb and date as my phone wanted to say!,,,
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a Â£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,,,
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),,,
ham,I've reached sch already...,,,
ham,"Merry Christmas to you too babe, i love ya *kisses*",,,
ham,"Yes..but they said its IT.,",,,
ham,Hmm ill have to think about it... ok you're forgiven! =D,,,
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,,,
ham,Watching tv lor...,,,
ham,"Usf I guess, might as well take 1 car",,,
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?,,,
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),,,
ham,In sch but neva mind u eat 1st lor..,,,
ham,I love to wine and dine my lady!,,,
ham,Then any special there?,,,
spam,UR awarded a City Break and could WIN a Â£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 Â£1.50perWKsub,,,
ham,Tell me whos this pls:-),,,
ham,Long time. You remember me today.,,,
ham,As in different styles?,,,
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",,,
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,,,
ham,I guess it is useless calling u 4 something important.,,,
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,,,
ham,K..k..i'm also fine:)when will you complete the course?,,,
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,,,
ham,"Nothing, i got msg frm tht unknown no..",,,
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",,,
ham,Unless it's a situation where YOU GO GURL would be more appropriate,,,
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...,,,
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,,,
ham,Nah dub but je still buff,,,
ham,Yar else i'll thk of all sorts of funny things.,,,
spam,As a registered optin subscriber ur draw 4 Â£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,,,
ham,Jay's getting really impatient and belligerent,,,
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,,,
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,,,
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,,,
ham,Wif my family booking tour package.,,,
ham,Ha ha cool cool chikku chikku:-):-DB-),,,
ham,Wish i were with you now!,,,
ham,I'm gonna rip out my uterus.,,,
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,,,
ham,Am slow in using biola's fne,,,
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,,,
ham,I dont have i shall buy one dear,,,
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,,,
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,,,
ham,K..give back my thanks.,,,
ham,LOL what happens in Vegas stays in vegas,,,
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,,,
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,,,
ham,There the size of elephant tablets & u shove um up ur ass!!,,,
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",,,
ham,Y lei?,,,
ham,Neshanth..tel me who r u?,,,
ham,I donno its in your genes or something,,,
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,,,
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,,,
ham,"Aight, I'll text you when I'm back",,,
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",,,
ham,I think i am disturbing her da,,,
ham,How would my ip address test that considering my computer isn't a minecraft server,,,
ham,Oh just getting even with u.... u?,,,
ham,U GOIN OUT 2NITE?,,,
ham,Are you at work right now ?,,,
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,,,
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,,,
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,,,
ham,Ok.ok ok..then..whats ur todays plan,,,
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,,,
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",,,
ham,"This is one of the days you have a billion classes, right?",,,
ham,Wat time Ã¼ wan today?,,,
ham,Why are u up so early?,,,
ham,I jokin oni lar.. Ãœ busy then i wun disturb Ã¼.,,,
ham,Did u got that persons story,,,
ham,I liked your new house,,,
ham,Its a part of checking IQ,,,
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,,,
ham,Haf u eaten? Wat time u wan me 2 come?,,,
ham,"Maybe westshore or hyde park village, the place near my house?",,,
ham,Ok lor wat time Ã¼ finish?,,,
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins",,,
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",,,
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,,,
ham,He is there. You call and meet him,,,
spam,Todays Voda numbers ending with 7634 are selected to receive a Â£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,,,
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,,,
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,,,
ham,This pain couldn't have come at a worse time.,,,
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",,,
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,
ham,When you are big..| God will bring success.,,,
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
ham,Wishing you a wonderful week.,,,
ham,Am only searching for good dual sim mobile pa.,,,
ham,You are gorgeous! keep those pix cumming :) thank you!,,,
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,,,
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,,,
ham,U sick still can go shopping?,,,
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,,,
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",,,
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),,,
ham,am up to my eyes in philosophy,,,
ham,"Thank you. And by the way, I just lost.",,,
ham,Your dad is back in ph?,,,
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,,,
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),,,
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,,,
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,,,
ham,I'll reach in ard 20 mins ok...,,,
ham,I'm thinking that chennai forgot to come for auction..,,,
ham,Infact happy new year. How are you where are you when are we seeing,,,
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,,,
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",,,
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,,,
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
ham,I've told him that i've returned it. That should i re order it.,,,
ham,U coming 2 pick me?,,,
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",,,
ham,Your brother is a genius,,,
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,,,
ham,Dont let studying stress you out. L8r.,,,
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",,,
ham,No. I dont want to hear anything,,,
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
ham,Somebody should go to andros and steal ice,,,
ham,S:)no competition for him.,,,
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,,,
ham,Juz go google n search 4 qet...,,,
ham,You said not now. No problem. When you can. Let me know.,,,
ham,Thats cool. How was your day?,,,
ham,Surely result will offer:),,,
ham,Ofcourse I also upload some songs,,,
ham,Yo come over carlos will be here soon,,,
ham,Sindu got job in birla soft ..,,,
ham,S.i think he is waste for rr..,,,
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",,,
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",,,
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",,,
ham,Any way where are you and what doing.,,,
ham,Is that seriously how you spell his name?,,,
ham,Nite...,,,
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",,,
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,,,
ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",,,
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,,,
ham,Have you been practising your curtsey?,,,
ham,Sounds great! Im going to sleep now. Have a good night!,,,
ham,Can you do online transaction?,,,
ham,"Goodmorning,my grandfather expired..so am on leave today.",,,
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,,,
ham,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",,,
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,,,
ham,Haven't left yet so probably gonna be here til dinner,,,
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,,,
ham,Thank u!,,,
ham,Hi da:)how is the todays class?,,,
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,,,
ham,Babe ? I lost you ... Will you try rebooting ?,,,
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,,,
ham,Takin a shower now but yeah I'll leave when I'm done,,,
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",,,
ham,They finally came to fix the ceiling.,,,
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,,,
ham,I am great! How are you?,,,
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",,,
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,,,
ham,Cos darren say Ã¼ considering mah so i ask Ã¼...,,,
ham,Hey what how about your project. Started aha da.,,,
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,,,
ham,"Babe, I need your advice",,,
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,,,
ham,Good Morning my Dear........... Have a great &amp; successful day.,,,
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,,,
ham,I had askd u a question some hours before. Its answer,,,
ham,Dude how do you like the buff wind.,,,
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,,,
ham,Aight should I just plan to come up later tonight?,,,
ham,Easy ah?sen got selected means its good..,,,
ham,Lol ok your forgiven :),,,
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,,,
ham,Don know. I did't msg him recently.,,,
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,,,
ham,Boy you best get yo ass out here quick,,,
ham,It shall be fine. I have avalarr now. Will hollalater,,,
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,,,
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",,,
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,,,
ham,Ok i am on the way to home hi hi,,,
ham,Hello madam how are you ?,,,
ham,No probs hon! How u doinat the mo?,,,
ham,"Yes, princess. Toledo.",,,
ham,No da. . Vijay going to talk in jaya tv,,,
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,,,
ham,U wan 2 haf lunch i'm in da canteen now.,,,
ham,Forgot to tell Ã¼ smth.. Can Ã¼ like number the sections so that it's clearer..,,,
ham,"I'd say that's a good sign but, well, you know my track record at reading women",,,
ham,Hey anyway i have to :-),,,
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!,,,
ham,Then. You are eldest know.,,,
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",,,
ham,"Damn, poor zac doesn't stand a chance",,,
ham,"Sorry, I'll call later",,,
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,,,
ham,Tell them u have a headache and just want to use 1 hour of sick time.,,,
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,,,
ham,"aight we can pick some up, you open before tonight?",,,
ham,And popping &lt;#&gt; ibuprofens was no help.,,,
ham,"Yo, the game almost over? Want to go to walmart soon",,,
ham,Just glad to be talking to you.,,,
ham,Wish u many many returns of the day.. Happy birthday vikky..,,,
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,,,
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,,,
ham,Both :) i shoot big loads so get ready!,,,
ham,I.ll post her out l8r. In class,,,
ham,I have a rather prominent bite mark on my right cheek,,,
ham,"&lt;#&gt; , that's all? Guess that's easy enough",,,
ham,Have a good evening! Ttyl,,,
ham,Sorry . I will be able to get to you. See you in the morning.,,,
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!,,,
ham,Just nw i came to hme da..,,,
ham,K.i will send in  &lt;#&gt;  min:),,,
spam,WIN URGENT! Your mobile number has been awarded with a Â£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,,,
ham,Your pussy is perfect!,,,
ham,Yeah whatever lol,,,
ham,Remind me how to get there and I shall do so,,,
ham,Mum ask Ã¼ to buy food home...,,,
ham,Where you. What happen,,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
ham,Yes. that will be fine. Love you. Be safe.,,,
ham,"What will we do in the shower, baby?",,,
spam,"Dear Member,We have faced some problems with your account Please update the account.If you do not update will beClosed.To Update your account, just confirm your informations.(It only takes a minute.)It's easy:1. Click the link below to open a secure browser window.2. Confirm that you're the owner of the account, and then follow the instructions.Relog in your account now",,,
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, Â£3 per pole. UnSub 08718727870.",,,
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel,,,
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O Â£250 3 WANT Â£800,,,
ham,Leave it. U will always be ignorant.,,,
ham,Haha... Hope Ã¼ can hear the receipt sound... Gd luck!,,,
ham,I'm wif him now buying tix lar...,,,
ham,Nice.nice.how is it working?,,,
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",,,
ham,Ãœ no home work to do meh...,,,
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,,,
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,,,
ham,Yunny... I'm goin to be late,,,
ham,Give one miss from that number please,,,
ham,26th OF JULY,,,
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",,,
ham,i dnt wnt to tlk wid u,,,
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,,,
ham,ok....take care.umma to you too...,,,
ham,Draw va?i dont think so:),,,
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost Â£1.50 min MobcudB more,,,
ham,I know you mood off today,,,
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,,,
ham,Having lunch:)you are not in online?why?,,,
ham,"Sorry, I'll call later In meeting.",,,
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",,,
ham,Eh u send wrongly lar...,,,
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,,,
ham,Dare i ask... Any luck with sorting out the car?,,,
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,,,
ham,Yeah that's the impression I got,,,
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,,,
ham,"see you then, we're all christmassy here!",,,
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,,,
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",,,
spam,Adult 18 Content Your video will be with you shortly,,,
ham,You are a big chic. Common. Declare,,,
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",,,
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,,,
ham,Which is weird because I know I had it at one point,,,
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",,,
ham,Then u drive lor.,,,
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",,,
ham,"I think your mentor is , but not 100 percent sure.",,,
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...",,,
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,,,
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,"Sorry, I'll call later",,,
